392762,41.3087,-95.998,3
392762,37.1903,-93.2488,2
392764,32.7338,-97.4408,1
392782,40.886,-73.0992,4
392787,40.8806,-73.0945,3
392792,41.0698,-95.7708,3
392794,28.8648,-98.7069,2
392801,27.8682,-82.2414,3
392807,42.7683,-95.5527,3
392808,42.4254,-71.1155,3
392823,40.8654,-73.0695,4
392838,28.9572,-81.7236,3
392839,28.9571,-81.7236,3
392848,40.5409,-112.2976,3
392862,42.1976,-71.2144,3
392862,27.8682,-82.2412,3
392865,28.5474,-81.3398,3
392883,40.6221,-111.8577,3
392894,43.1426,-77.6772,2
392899,41.5322,-112.0132,3
392911,42.4873,-71.2039,4
392923,42.5825,-87.9146,4
392927,47.4759,-111.3287,3
392931,41.9904,-87.787,4
392932,41.9904,-87.7872,4
392935,41.9905,-87.7873,4
392936,41.9905,-87.7872,4
392950,38.2052,-99.0865,3
392958,37.9697,-98.4084,3
392958,37.9697,-98.4084,3
392961,41.2744,-96.1464,3
392962,45.4773,-122.5591,3
392962,39.3592,-96.9235,3
392966,35.3576,-94.4098,1
392972,47.6997,-117.412,3
392974,41.1477,-95.7832,24
392974,39.0229,-98.5244,3
392976,41.9904,-87.7872,4
392977,41.9905,-87.787,4
392979,39.1615,-77.2018,2
392980,42.0025,-87.8526,4
392980,35.6379,-97.2914,2
392980,35.6379,-97.2914,2
392991,39.1169,-77.2002,2
392992,47.6224,-117.4024,3
392992,44.9529,-123.0814,2
392994,42.035,-87.8218,4
392994,41.9614,-87.6855,4
392996,46.0093,-98.5265,3
392998,46.0093,-98.5265,19
392999,47.5078,-122.2498,3
393009,46.0093,-98.5266,19
393011,46.8584,-114.0999,3
393012,43.0179,-85.7111,2
393017,46.8925,-114.0486,3
393020,43.7936,-87.7667,4
393026,42.0288,-88.232,2
393027,38.8589,-78.5789,2
393027,41.5323,-112.0132,3
393029,38.6763,-97.706,3
393030,38.8572,-78.5787,3
393039,39.2867,-77.8513,3
393047,41.3088,-95.998,2
393048,39.0597,-98.5311,3
393050,40.7667,-73.0151,4
393051,41.3088,-95.9979,3
393051,41.6879,-87.7909,4
393053,39.0385,-98.1459,3
393058,42.5767,-94.1981,3
393063,40.8654,-73.0695,2
393066,39.1171,-77.1999,2
393079,39.0741,-77.5409,2
393085,39.8244,-77.1985,1
393088,39.1497,-77.214,2
393091,42.6728,-71.3569,4
393103,39.2868,-77.8515,3
393106,45.3953,-122.7424,3
393111,39.0388,-98.1459,3
393125,42.2217,-78.5383,3
393127,39.0529,-77.4211,3
393128,35.6269,-79.6729,24
393129,39.0528,-77.421,3
393131,39.809,-76.9839,3
393133,42.2218,-78.538,3
393134,40.8093,-73.1075,4
393136,44.9528,-123.0814,2
393137,39.1193,-97.7118,3
393138,38.7858,-77.6626,3
393140,42.514,-93.375,3
393142,40.8157,-73.11,4
393143,39.0531,-77.4214,3
393150,42.4828,-71.3139,3
393154,41.7435,-72.6813,2
393155,37.9599,-98.406,3
393155,40.3383,-80.1156,3
393157,38.3669,-87.5438,2
393131,39.809,-76.9839,3
393158,36.4141,-81.4782,2
393160,40.4582,-112.3704,3
393164,41.044,-96.0155,3
393164,41.044,-96.0154,19
393167,42.0367,-89.3326,2
393168,39.1621,-77.1993,3
393168,39.1622,-77.1991,3
393170,40.4272,-80.0025,3
393170,31.257,-81.4508,24
393173,39.0771,-77.0109,3
393173,36.5197,-80.6438,2
393177,39.1372,-77.001,3
393197,39.325,-76.8631,3
393198,38.9203,-77.3254,3
393204,34.7059,-76.9898,2
393204,38.917,-77.0286,3
393209,39.1952,-76.8544,4
393210,40.8028,-96.6804,3
393222,38.9879,-77.0065,3
393258,38.8093,-97.6144,2
393266,40.8077,-96.6681,3
393272,42.2699,-72.686,4
393291,37.9548,-87.4602,2
393294,42.6595,-71.3479,4
393296,36.4519,-99.0498,3
393313,36.2604,-95.9669,1
393316,35.2943,-99.6409,3
393317,44.8928,-93.2622,3
393318,35.2945,-99.641,3
393318,40.0444,-105.2732,2
393351,38.8048,-97.6188,3
393356,42.991,-83.8169,4
393365,40.1302,-74.2141,3
393365,41.3068,-96.3215,5
393366,41.2962,-96.3049,3
393366,41.2962,-96.3049,3
393367,39.1929,-94.6832,3
393377,38.9807,-94.6405,3
393385,38.9725,-94.5864,3
393389,38.9723,-94.5866,2
393392,38.9723,-94.5862,2
393419,41.3944,-95.0205,3
393428,38.9723,-94.5865,3
393430,35.7497,-98.7496,3
393441,43.4758,-84.0473,4
393444,44.953,-123.0813,2
393454,47.5078,-122.2498,2
393466,34.6208,-98.4767,4
393478,38.9723,-94.5866,3
393499,40.13,-74.2142,3
393543,40.1724,-74.2343,3
393553,44.9098,-89.5895,4
393618,39.1055,-95.5489,3
393625,41.4796,-73.1186,3
393625,36.034,-97.1743,3
393633,39.0604,-100.2321,24
393636,30.1841,-93.2221,4
393651,39.8781,-94.6628,3
393652,40.8911,-73.357,3
393653,39.8859,-76.8621,24
393673,40.8156,-73.11,3
393677,28.4026,-80.77,24
393679,41.1519,-73.2283,4
393682,38.7765,-77.2967,3
393683,35.85,-80.327,1
393694,39.0531,-77.421,3
393697,39.4206,-85.0133,24
393699,39.4213,-85.017,24
393707,39.4275,-85.0239,24
393710,34.147,-80.1924,24
393713,34.1311,-80.1881,24
393715,35.8503,-80.3275,24
393735,43.1426,-77.6773,2
393738,37.191,-77.8385,24
393739,36.3133,-78.7293,24
393740,36.2461,-81.7647,24
393742,36.2775,-78.7295,24
393743,40.7064,-74.0077,4
393743,39.4146,-74.7103,2
393747,42.5112,-76.9155,4
393748,37.6168,-84.7819,24
393750,36.1872,-78.7161,24
393755,39.4275,-85.0239,24
393759,42.4004,-71.6074,4
393763,40.7261,-74.003,4
393765,36.0139,-78.8807,24
393767,39.1061,-84.2565,24
393768,33.4989,-101.8935,2
393769,39.1932,-94.5466,3
393771,44.0335,-70.9745,2
393771,39.6388,-84.2221,24
393774,35.3579,-94.4093,1
393777,36.7515,-95.9269,3
393778,35.661,-79.7881,24
393779,43.911,-69.9114,4
393780,28.3116,-81.5557,3
393781,40.5521,-81.7843,4
393782,29.7283,-95.8317,24
392805,40.8882,-77.7755,1
392813,40.8881,-77.7756,2
392864,40.8877,-78.2127,1
392898,42.4804,-76.4834,1
392955,38.2051,-99.0865,2
393032,39.0596,-98.5311,3
